time,s70,RNAP,s70_RNAP,Pg,Pg_s70_RNAP,s32,RNAP_s32,Ph,Ph_RNAP_s32,DnaK,s32_DnaK,FtsH,s32_FtsH,Punfold,Punfold_DnaK,D,D_s70_RNAP,D_RNAP_s32,RNAP_D,s32_DnaK_FtsH,Pfold,mRNA_s32,mRNA_DnaK,mRNA_FtsH,mRNA_Protein
3.450000e+01,6.536071e-10,2.780937e-10,1.817640e-10,8.597317e-06,1.562683e-06,5.975278e-11,1.661616e-11,7.495455e-08,1.245457e-09,3.475808e-06,2.075034e-09,1.779979e-06,1.063582e-08,1.464528e-05,5.015190e-05,1.180000e-02,2.144815e-07,1.960707e-08,3.281505e-06,3.693499e-07,5.015203e-03,2.390127e-08,8.031234e-08,3.212493e-09,7.620000e-06
3.500000e+01,6.536151e-10,2.780903e-10,1.817640e-10,8.597317e-06,1.562683e-06,5.986846e-11,1.664813e-11,7.495219e-08,1.247814e-09,3.469438e-06,2.075241e-09,1.779713e-06,1.065481e-08,1.467209e-05,5.015163e-05,1.180000e-02,2.144815e-07,1.964479e-08,3.281465e-06,3.693314e-07,5.015176e-03,2.390127e-08,8.034939e-08,3.213976e-09,7.620000e-06
3.550000e+01,6.536224e-10,2.780872e-10,1.817640e-10,8.597317e-06,1.562683e-06,5.997434e-11,1.667740e-11,7.495003e-08,1.249971e-09,3.463635e-06,2.075434e-09,1.779469e-06,1.067219e-08,1.469660e-05,5.015139e-05,1.180000e-02,2.144815e-07,1.967933e-08,3.281429e-06,3.693152e-07,5.015152e-03,2.390127e-08,8.040950e-08,3.216380e-09,7.620000e-06
3.600000e+01,6.536288e-10,2.780844e-10,1.817640e-10,8.597317e-06,1.562683e-06,6.006721e-11,1.670307e-11,7.494814e-08,1.251864e-09,3.458567e-06,2.075607e-09,1.779256e-06,1.068744e-08,1.471808e-05,5.015118e-05,1.180000e-02,2.144815e-07,1.970962e-08,3.281396e-06,3.693016e-07,5.015131e-03,2.390127e-08,8.048428e-08,3.219371e-09,7.620000e-06
3.650000e+01,6.536342e-10,2.780821e-10,1.817640e-10,8.597317e-06,1.562683e-06,6.014524e-11,1.672464e-11,7.494655e-08,1.253454e-09,3.454325e-06,2.075754e-09,1.779076e-06,1.070024e-08,1.473610e-05,5.015100e-05,1.180000e-02,2.144815e-07,1.973507e-08,3.281369e-06,3.692907e-07,5.015113e-03,2.390127e-08,8.056651e-08,3.222661e-09,7.620000e-06
3.700000e+01,6.536385e-10,2.780803e-10,1.817640e-10,8.597317e-06,1.562683e-06,6.020777e-11,1.674193e-11,7.494528e-08,1.254728e-09,3.450938e-06,2.075875e-09,1.778933e-06,1.071050e-08,1.475052e-05,5.015086e-05,1.180000e-02,2.144815e-07,1.975547e-08,3.281348e-06,3.692824e-07,5.015099e-03,2.390127e-08,8.065026e-08,3.226011e-09,7.620000e-06
3.750000e+01,6.536418e-10,2.780789e-10,1.817640e-10,8.597317e-06,1.562683e-06,6.025507e-11,1.675500e-11,7.494431e-08,1.255692e-09,3.448386e-06,2.075970e-09,1.778824e-06,1.071826e-08,1.476140e-05,5.015075e-05,1.180000e-02,2.144815e-07,1.977091e-08,3.281331e-06,3.692767e-07,5.015088e-03,2.390127e-08,8.073084e-08,3.229234e-09,7.620000e-06
3.800000e+01,6.536441e-10,2.780779e-10,1.817640e-10,8.597317e-06,1.562683e-06,6.028811e-11,1.676415e-11,7.494364e-08,1.256366e-09,3.446610e-06,2.076038e-09,1.778748e-06,1.072368e-08,1.476899e-05,5.015067e-05,1.180000e-02,2.144815e-07,1.978169e-08,3.281320e-06,3.692731e-07,5.015080e-03,2.390127e-08,8.080479e-08,3.232192e-09,7.620000e-06
3.850000e+01,6.536455e-10,2.780773e-10,1.817640e-10,8.597317e-06,1.562683e-06,6.030846e-11,1.676977e-11,7.494322e-08,1.256781e-09,3.445522e-06,2.076084e-09,1.778701e-06,1.072702e-08,1.477363e-05,5.015063e-05,1.180000e-02,2.144815e-07,1.978833e-08,3.281313e-06,3.692715e-07,5.015076e-03,2.390127e-08,8.086977e-08,3.234791e-09,7.620000e-06
3.900000e+01,6.536462e-10,2.780771e-10,1.817640e-10,8.597317e-06,1.562683e-06,6.031800e-11,1.677242e-11,7.494303e-08,1.256976e-09,3.445020e-06,2.076110e-09,1.778679e-06,1.072858e-08,1.477578e-05,5.015061e-05,1.180000e-02,2.144815e-07,1.979145e-08,3.281309e-06,3.692714e-07,5.015074e-03,2.390127e-08,8.092448e-08,3.236979e-09,7.620000e-06
3.950000e+01,6.536462e-10,2.780770e-10,1.817640e-10,8.597317e-06,1.562683e-06,6.031875e-11,1.677263e-11,7.494301e-08,1.256991e-09,3.444992e-06,2.076118e-09,1.778677e-06,1.072870e-08,1.477591e-05,5.015061e-05,1.180000e-02,2.144815e-07,1.979170e-08,3.281309e-06,3.692724e-07,5.015074e-03,2.390127e-08,8.096844e-08,3.238737e-09,7.620000e-06
4.000000e+01,6.536458e-10,2.780772e-10,1.817640e-10,8.597317e-06,1.562683e-06,6.031271e-11,1.677097e-11,7.494314e-08,1.256869e-09,3.445330e-06,2.076114e-09,1.778690e-06,1.072771e-08,1.477446e-05,5.015062e-05,1.180000e-02,2.144815e-07,1.978974e-08,3.281311e-06,3.692744e-07,5.015075e-03,2.390127e-08,8.100186e-08,3.240074e-09,7.620000e-06
